;2620
软件工程（嵌入式方向方向）（卓越工程师教育培养计划）;5288
电子商务（网站设计方向）;1820
酒店管理(餐饮管理);458
计算机网络技术(自治区级品牌专业);2376
能源与动力工程（火电厂集控运行）;3861
数学与应用数学（经贸统计）;8312
电子商务（医药方向）;2129
文秘（商务秘书方向）;8701
工程造价（水利部示范专业、中央财政支持专业）;6798
老年服务与管理（老年机构运营管理）;860
机械质量管理与检测技术;2787
汽车服务工程（检测与维修方向）;7617
物流岗前培训;905
农业机械化及其自动化;1280
酒店管理（邮轮乘务）;1390
机械设计制造及其自动化（计算机辅助设计;2041
护理学本科专业;1938
道路桥梁工程技术（机械控制）;1110
土木工程（交通土建工程）;3789
水利工程施工技术;766
城乡规划（五年制）;4722
經濟學;9399
动漫设计;7691
计算机应用技术文;5595
计算机应用技术（网站设计与管理方向）;790
财务管理(企业理财方向);7922
医药营销（中外合作办学）;2130
机动车保险实务;7642
室内设计技术（中澳合作办学）;1670
应用统计;3916
同络与新媒体;8540
3G手机开发（安卓软件开发方向、苹果软件开发方向）;1095
农林经济管理（特有民族班）;8938
旅游管理（酒店管理）;7045
英语（翻译）;8316
工程力学(工程计算与软件);6633
环境艺术设计（二维设计方向）;3668
金融学（金融管理与实务方向）;8048
英语报关员;1837
水族科学与技术;1282
市场营销（国际农产品营销）（中外合作办学）;6221
商务英语(旅游英语方向);6781
汉语言文学　;6854
全英文授课国际化专业;4381
国际经济与贸易（国际技术贸易与知识产权管理方向）;7630
英语（师范）（福清校区）;4649
会计电算化（与用友软件公司共建）;3211
　　动漫设计与制作;4559
复合材料加工与应用技术;1729
计算机信息管理（物流信息管理方向);4154
应用电子技术（新能源电子技术）;7978
信息工程(光信息科学与技术);1057
（专科）软件学院专业介绍;8244
计算机应用技术（专科）;617
航空机电设备维修专业;8892
物流管理（汽车方向）;805
应用化工技术(石油化工生产技术);8063
动漫设计与制作(区域经济重点支撑专业);5663
国际金融（国际结算方向）;1739
广告设计与制作(影视广告方向);8226
艺术设计(室内设计技术);2699
软件工程（虚拟现实与动漫）;4745
多媒体网络技术方向;7810
电脑艺术设计（电脑游戏开发）（三年制）;7536
地质工程（岩土工程）;9073
美国西北理工大学;3722
市场营销（物流营销方向）;6810
应用统计学（金融统计方向）;5867
工程机械控制技术（铁路）;5604
软件技术(游戏软件开发方向);1829
物联网应用技术（城市交通管理方向）;1677
光电信息科学与工程(光电子技术与通信方向);6934
营销与策划（原市场营销）;4899
中医基础学基地班;9373
计算机应用技术(web应用开发方向);8446
公共关系学（公共关系与广告）;7154
物流管理(物流方向);3357
化学（师范类，本科，理工类）;8111
连锁经营管理（医药方向）;2127
中药学（本科）;1543
电脑艺术设计（环境艺术设计方向）;1782
城乡规划专业;2515
环境工程技术;679
图学馆档案学;9099
机械设计制造及其自动化(微电子制造装备及自动化方向);6969
车辆工程（汽车设计制造方向）;7277
建筑工程项目管理（中加合作）;3669
市场营销（制药方向）;4230
粮食工程（文、理兼收）;5001
经济统计学（金融统计）;4779
医药营销（专科）;1595
茶学（茶艺茶道方向）;8933
人力资源管理（人力资源管理与劳动仲裁方向;3157
微生物学;4611
中澳合作会计;5486
机械设计及其自动化国防生;4433
物流管理(理工类);9138
服装设计与制版;1030
软件技术（软件外包服务方向）;8286
室内设计技术专业;6051
信息管理与信息系统;28
图形图像制作（网络广告方向）;8260
计算机科学与技术(专科起点);1053
医疗仪器维修技术;4203
矿山地质;8161
生物系统工程;4339
化学教育;1565
测绘信息技术;5206
能源动力;216
审计学专业(注册会计师方向);3577
电子信息工程（集成电路设计与系统方向）;2755
舞蹈表演（空乘与礼仪方向）专业;8959
临床医学（免费医学定向生）;8620
市场营销（620401）;5106
播音与主持艺术专业;2847
机械工程（中外合作办学）;6280
英语（旅游英语方向）专业（本科）;5950
护理学类(中外);5838
自动化类;5244
新闻学（国际新闻方向）Journalism（Internationa;8070
媒体营销;3707
机械设计制造及其自动化专业（本硕连读）;5737
信息研究与安全（密码学）;6585
药学（食品安全与检验方向）;5701
国际经济与贸易;24
国际经济与贸易专科;9125
机电一体化技术(数控设备管理与维修方向);9132
新型纺织机电技术;4004
数控技术（模具制造）;3653
焊接技术及自动化（焊接检验）;4041
录音艺术;564
英国卡迪夫城市大学;3712
历史学（文化遗产方向）;5839
工程机械运用技术;5217
汉语言文学（国际汉语）;7027
财政学（经济学院）;1150
建筑电气与智能化;471
数控技术（中澳合作）;4424
动物科学（学制4年）;2261
海洋资源与环境;2467
机械工程及自动化（机械制造及自动化）;3785
城市规划;17
软件技术（含游戏开发方向）;1879
中医学专业;8033
考古学（文物保护技术方向）;5869
软件技术（印度NIIT软件工程师方向，印;8287
商务外交与英语;917
公路工程造价方向;6839
国际经济与贸易（国际商务方向）;3581
工商管理专业（中德项目）;5332
园林技术（文理兼收）;4678
电信工程及管理;238
软件技术(计算机应用技术);6699
市场营销(专科);6167
社会体育学;5336
会计出版学;5447
探测制导与控制技术;419
化学(师范);4642
西班牙语(español);8073
　　国际经济与贸易专业（商品质量检验与管理方向）（四年制本科）;9301
中医学（五年）;8523
商务英语（涉外文秘）;9278
服装制版与工艺/国际经济与贸易(双专科);4184
公路工程管理;8742
编导专业;9143
物流管理（电子商务）;8370
电脑会计;5208
动植物检疫（动检方向）;5334
绿色食品生产与检测;2155
环境艺术设计（展示设计）;7385
水电安装;6659
英语（民用航空飞行技术方向）（专科）;9025
应用电子技术（文、理兼收）;4995
应用电子技术（电子产品设计与组装方向）;6557
工业工程（泰达学院）;1163
酒店管理：;5015
经济学（经济学院）;1146
音像制作;3704
石油化工生产技术(中央财政支持的重点建设专业、自治区级品牌专业);2379
酒店管理(学院重点专业，文理兼招）;3096
服装设计（服装营销与表演方向）;4126
网络系统管理（移动商务）;8813
测控技术与仪器(光机电一体化方向);6975
二手车鉴定与评估;9292
调查与分析;1034
家具设计与制造（全友班）;8779
生物技术专业;2100
交通运输（交通运输管理）;9079
报关与国际货运（520605）;5110
能源与动力工程（汽车发动机方向）;8044
中英文秘;6664
模具产品开发;7518
04.商务信息技术;1015
汉语言文学（网络传播）;8375
外语专业;7884
数字媒体;4767
信息与计算科学(电脑艺术设计方向);6146
应用英语（国际交流）;4286
国际经济与贸易（国际市场营销方向）;7629
土木工程（交通土建工程方向）;2908
行政管理（文秘方向）;7363
护理/英语;4051
电气设备应用与维护;3240
　　电子商务（四年制本科）;9294
仿真工程;951
计算机应用技术（院级教改专业）;6388
电子商务（网络开发建设与维护方向）;8012
物理学：（本科、理工类）;4881
中法工程师学院;437
现代音乐;5454
护理学类;6375
光伏应用技术;7723
测控技术与仪器专业（精密仪器与检测技术方向）;1893
化学工程与工艺（工业自动化方向）;7853
工商管理（国际工商管理方向）;4753
国际经济与贸易（国际金融）;7009
音乐剧表演;6734
法律事务（社区管理与服务）;9276
公关与现代文秘;4979
会计学（注册会计师方向）;5842
地球物理学;233
国际商务（中英合作）;5642
法学（刑事司法方向）;3524
安装工程造价;7786
食品质量与安全（儿童营养与健康）;8369
艺术设计（服装艺术设计）;6246
港口机械应用技术;1870
印刷工艺教育;2072
土木工程（城市地下工程方向）;637
工程测量技术专业;2695
国际政治;41
生物科学(应用微生物学方向）;8875
应用英语（国际酒店管理）（专科）;9256
园林（学制4年）;2250
财政学（注册税务师）;8994
微电子科学与工程;524
听力与言语康复学;3473
物流管理(铁路企业方向);6571
音乐学(师范类);9240
木材加工技术;1957
中药学专业;8022
烹饪营养与教育;6349
软件技术（软件商务与管理师方向）;8283
国际金融（中丹合作）;3558
电子信息工程（多媒体通信与数字电视方向）;245
财务会计教育;1290
水产养殖学（学制4年）;2253
动画(游戏设计);7137
【计算机应用技术】（中招）;4815
艺术管理系;3592
服装设计与工程（服装设计与表演方向）;2559
农业机械化及其自动化（拔尖人才培养班）;2971
土地资源管理专业;1248
美术教育（美术教育与广告设计方向）;3143
信息管理与信息系统(专科起点);1059
财务管理（财务管理方向）;7301
资源循环科学与工程（环境科学与工程学院）;1145
信息与计算科学专业（本科）;5905
税务（企业税务会计）;2715
营销与策划（文化传媒方向）;8668
中药（五年）;9160
化工与制药类;382
报关与国际货运专业;1238
园艺技术（中外合作办学）;4109
兽医检验技术;3967
飞行动力工程;441
英语（学制4年）;2260
新能源汽车;8787
材料类（中外）;2193
保险(高中起点成教本科);6755
信息管理（IT商务助理）;4271
【应用英语（商务英语方向）】文理科;4830
畜牧兽医（畜牧兽医与动物防疫方向）;3156
